timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-04-23T00:37:32,codecarbon,78b708a8-d70c-4a49-aaf7-017e54ce4f3f,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,23.50037240000165,2.0480604941649008e-06,8.715012933857835e-08,112.0,0.0,20.0,0.0007310660715555,0,0.0001304703711111,0.0008615364426666,Canada,CAN,quebec,,,Windows-10-10.0.26100-SP0,3.11.9,3.0.0,8,11th Gen Intel(R) Core(TM) i5-1155G7 @ 2.50GHz,,,-71.2,46.8,19.78838348388672,machine,N,1.0
2025-04-23T00:39:49,codecarbon,451cd42a-2be9-4efb-9910-48583b892171,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,32.52762979999898,2.83491743138714e-06,8.71541347715175e-08,112.0,0.0,20.0,0.0010119099759998,0,0.0001806254427777,0.0011925354187776,Canada,CAN,quebec,,,Windows-10-10.0.26100-SP0,3.11.9,3.0.0,8,11th Gen Intel(R) Core(TM) i5-1155G7 @ 2.50GHz,,,-71.2,46.8,19.78838348388672,machine,N,1.0
2025-04-23T00:44:54,codecarbon,89fd63ef-acd4-45d2-8989-4cfa2c9e0a50,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,261.8462903,2.282088449775888e-05,8.715374379225598e-08,112.0,0.0,20.0,0.0081458383222218,0,0.0014539873199999,0.0095998256422217,Canada,CAN,quebec,,,Windows-10-10.0.26100-SP0,3.11.9,3.0.0,8,11th Gen Intel(R) Core(TM) i5-1155G7 @ 2.50GHz,,,-71.2,46.8,19.78838348388672,machine,N,1.0
2025-04-23T10:29:55,codecarbon,b4181a8c-9243-4201-81d5-dd943a8ce9bb,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,36.16286879999825,3.151634695026725e-06,8.715112488605653e-08,112.0,0.0,20.0,0.0011249906919997,0,0.0002007749049999,0.0013257655969997,Canada,CAN,quebec,,,Windows-10-10.0.26100-SP0,3.11.9,3.0.0,8,11th Gen Intel(R) Core(TM) i5-1155G7 @ 2.50GHz,,,-71.2,46.8,19.78838348388672,machine,N,1.0
2025-04-23T10:32:00,codecarbon,d9b9d21b-0eb1-4266-a3bd-910d48023409,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,80.0379677000019,6.975481251020066e-06,8.715215355249333e-08,112.0,0.0,20.0,0.0024899441373333,0,0.0004443594733333,0.0029343036106666,Canada,CAN,quebec,,,Windows-10-10.0.26100-SP0,3.11.9,3.0.0,8,11th Gen Intel(R) Core(TM) i5-1155G7 @ 2.50GHz,,,-71.2,46.8,19.78838348388672,machine,N,1.0
2025-04-23T10:39:44,codecarbon,bb9c8600-fcb6-4241-9867-c9c7976960d2,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,35.33715680000023,3.0795030156908904e-06,8.714631550919995e-08,112.0,0.0,20.0,0.0010992585955556,0,0.0001961641133333,0.0012954227088889,Canada,CAN,quebec,,,Windows-10-10.0.26100-SP0,3.11.9,3.0.0,8,11th Gen Intel(R) Core(TM) i5-1155G7 @ 2.50GHz,,,-71.2,46.8,19.78838348388672,machine,N,1.0
2025-04-23T10:45:47,codecarbon,8b75310f-5304-45fc-94d5-81a458e58cef,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,333.18339359999663,2.9037323021424204e-05,8.715117133444223e-08,112.0,0.0,20.0,0.0103650268679999,0,0.001849803725,0.012214830593,Canada,CAN,quebec,,,Windows-10-10.0.26100-SP0,3.11.9,3.0.0,8,11th Gen Intel(R) Core(TM) i5-1155G7 @ 2.50GHz,,,-71.2,46.8,19.78838348388672,machine,N,1.0
2025-04-23T10:59:02,codecarbon,35cf3692-3a2b-4913-94ab-7c8d474897f8,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,149.53676809999888,0.0019412900401416,1.2982024854538909e-05,112.0,0.0,20.0,0.0046519632102222,0,0.0008303118344444,0.0054822750446666,Argentina,ARG,buenos aires,,,Windows-10-10.0.26100-SP0,3.11.9,3.0.0,8,11th Gen Intel(R) Core(TM) i5-1155G7 @ 2.50GHz,,,-58.3878,-34.6504,19.78838348388672,machine,N,1.0
2025-04-23T11:08:17,codecarbon,35c0b561-3dd6-4e5d-95eb-2b275ac7927d,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,227.63954840000224,1.9838466357729824e-05,8.714859301543769e-08,112.0,0.0,20.0,0.007081341879111,0,0.0012639007455554,0.0083452426246665,Canada,CAN,quebec,,,Windows-10-10.0.26100-SP0,3.11.9,3.0.0,8,11th Gen Intel(R) Core(TM) i5-1155G7 @ 2.50GHz,,,-71.2,46.8,19.78838348388672,machine,N,1.0
2025-04-24T17:42:48,codecarbon,d04a3a11-847b-48b8-83d5-4b02c720349c,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,302.7627946000139,0.0039296207606483,1.2979206265551432e-05,112.0,0.0,20.0,0.0094169364924463,0,0.0016804582222224,0.0110973947146687,Argentina,ARG,cordoba,,,Windows-10-10.0.26100-SP0,3.11.9,3.0.0,8,11th Gen Intel(R) Core(TM) i5-1155G7 @ 2.50GHz,,,-64.5143,-31.3999,19.78838348388672,machine,N,1.0
2025-04-24T18:06:45,codecarbon,1846aa04-2a78-44c8-9f7e-743e1c0e7980,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,32.48375610000221,2.830908349609874e-06,8.714843015366937e-08,112.0,0.0,20.0,0.0010105102497777747,0,0.00018033870999998827,0.001190848959777763,Canada,CAN,quebec,,,Windows-10-10.0.26100-SP0,3.11.9,3.0.0,8,11th Gen Intel(R) Core(TM) i5-1155G7 @ 2.50GHz,,,-71.2,46.8,19.78838348388672,machine,N,1.0
